,cleaned_message,urgent_cos_sim,non_urgent_cos_sim,urgent,text,username,coordinates,lat,long,geometry
976,almcom monitored commercial fire alarm block nw kearney st portland portland fire rp pdx,0.141762638477136,0.14062007129990822,1,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 2200 BLOCK OF NW KEARNEY ST, PORTLAND, OR [Portland Fire #RP18000096302] 20:03 #pdx911",Mult Co Fire/EMS log,"(39.7832808735974, -121.40849557178817)",39.7832808735974,-121.40849557178817,POINT (-121.4084955717882 39.7832808735974)
977,med medical nw broadway portland portland fire rp pdx,0.13896323105840871,0.12813517270052052,1,"MED - MEDICAL at 0 NW BROADWAY , PORTLAND, OR [Portland Fire #RP18000096294] 19:28 #pdx911",Mult Co Fire/EMS log,"(39.6720798278262, -121.47875068695122)",39.6720798278262,-121.47875068695122,POINT (-121.4787506869512 39.6720798278262)
978,med medical block sw morrison st portland portland fire rp pdx,0.14311212950667124,0.14112536620475824,1,"MED - MEDICAL at 900 BLOCK OF SW MORRISON ST, PORTLAND, OR [Portland Fire #RP18000096286] 19:00 #pdx911",Mult Co Fire/EMS log,"(39.8667749546459, -121.51427908819797)",39.8667749546459,-121.51427908819797,POINT (-121.514279088198 39.8667749546459)
979,med medical block ne th ave portland portland fire rp pdx,0.14870067712941598,0.1374521647996507,1,"MED - MEDICAL at 2800 BLOCK OF NE 117TH AVE, PORTLAND, OR [Portland Fire #RP18000096291] 19:10 #pdx911",Mult Co Fire/EMS log,"(39.718638381561135, -121.763419371787)",39.718638381561135,-121.763419371787,POINT (-121.763419371787 39.71863838156114)
980,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 8500 BLOCK OF SE 17TH AVE, PORTLAND, OR [Portland Fire #RP18000096285] 19:00 #pdx911",Mult Co Fire/EMS log,"(39.8492831087539, -121.7645612294225)",39.8492831087539,-121.7645612294225,POINT (-121.7645612294225 39.8492831087539)
981,med medical block se claybourne st portland portland fire rp pdx,0.1432436185295999,0.1377710052979785,1,"MED - MEDICAL at 7200 BLOCK OF SE CLAYBOURNE ST, PORTLAND, OR [Portland Fire #RP18000096288] 19:04 #pdx911",Mult Co Fire/EMS log,"(39.670734132499, -121.65266916313927)",39.670734132499,-121.65266916313927,POINT (-121.6526691631393 39.670734132499)
982,med medical block sw taylor st portland portland fire rp pdx,0.14156383248089682,0.1384388923381141,1,"MED - MEDICAL at 1700 BLOCK OF SW TAYLOR ST, PORTLAND, OR [Portland Fire #RP18000096292] 19:14 #pdx911",Mult Co Fire/EMS log,"(39.60319116018351, -121.6722829446655)",39.60319116018351,-121.6722829446655,POINT (-121.6722829446655 39.60319116018351)
983,med medical block ne shaver st portland portland fire rp pdx,0.1478301496903505,0.13989055601257366,1,"MED - MEDICAL at 300 BLOCK OF NE SHAVER ST, PORTLAND, OR [Portland Fire #RP18000096296] 19:34 #pdx911",Mult Co Fire/EMS log,"(39.640905258350365, -121.43686132844078)",39.640905258350365,-121.43686132844078,POINT (-121.4368613284408 39.64090525835037)
984,med medical block se center st portland portland fire rp pdx,0.14490626451903085,0.14174686776372852,1,"MED - MEDICAL at 14300 BLOCK OF SE CENTER ST, PORTLAND, OR [Portland Fire #RP18000096279] 18:44 #pdx911",Mult Co Fire/EMS log,"(39.747326735341034, -121.49812592050145)",39.747326735341034,-121.49812592050145,POINT (-121.4981259205015 39.74732673534103)
985,ta traffic accident st response fire em ne th ave ne irving st portland portland fire rp pdx,0.14673028517597464,0.14457346337675905,1,"TA1 - TRAFFIC ACCIDENT - 1ST RESPONSE (FIRE & EMS) at NE 16TH AVE / NE IRVING ST, PORTLAND, OR [Portland Fire #RP18000096282] 18:52 #pdx911",Mult Co Fire/EMS log,"(39.761074839228336, -121.6602629835819)",39.761074839228336,-121.6602629835819,POINT (-121.6602629835819 39.76107483922834)
986,med medical nw kearney st nw rd ave portland portland fire rp pdx,0.1480416130358873,0.1366926581517791,1,"MED - MEDICAL at NW KEARNEY ST / NW 23RD AVE, PORTLAND, OR [Portland Fire #RP18000096283] 18:56 #pdx911",Mult Co Fire/EMS log,"(39.71496245877858, -121.6376296646439)",39.71496245877858,-121.6376296646439,POINT (-121.6376296646439 39.71496245877858)
987,med medical block se division st portland portland fire rp pdx,0.147659044921435,0.14199358119185848,1,"MED - MEDICAL at 12700 BLOCK OF SE DIVISION ST, PORTLAND, OR [Portland Fire #RP18000096276] 18:28 #pdx911",Mult Co Fire/EMS log,"(39.80637753159756, -121.58535837949633)",39.80637753159756,-121.58535837949633,POINT (-121.5853583794963 39.80637753159756)
988,mixtapes mixtape fire dope comedy comedian standup standupcomedy standupcomedian joke haha siren,0.15393704001380645,0.15300990534613354,1,"This is a mixtapes
. 
.
.
#mixtape #fire #dope #comedy #comedian #standup #standupcomedy #standupcomedian #jokes #haha @ The Siren https://www.instagram.com/p/Bqd78k_H8um/?utm_source=ig_twitter_share&igshid=31gb6g9d4uz5 …",Quarantweets,"(39.732398805001345, -121.67516850070714)",39.732398805001345,-121.67516850070714,POINT (-121.6751685007071 39.73239880500135)
989,med medical sw th ave sw main st portland portland fire rp pdx,0.15018469856034047,0.148804854314517,1,"MED - MEDICAL at SW 5TH AVE / SW MAIN ST, PORTLAND, OR [Portland Fire #RP18000096278] 18:38 #pdx911",Mult Co Fire/EMS log,"(39.955195480905275, -121.62289794014684)",39.955195480905275,-121.62289794014684,POINT (-121.6228979401468 39.95519548090527)
990,heard joke go went doctor said doc odds live one hundred said smoke drink eat junk food replied nope,0.15188010565232868,0.1387029735175843,1,"Heard a joke that goes:

“I went to the the doctor and said, 'Doc what are the odds I live to be one hundred?' he said, 'Do you smoke, drink, or eat junk food?' I replied, 'Nope.' He… https://www.instagram.com/p/Bqd7gPbljE5/?utm_source=ig_twitter_share&igshid=1s2muplymu6xv …",MrPuzzled,"(39.69868789144625, -121.72367155648126)",39.69868789144625,-121.72367155648126,POINT (-121.7236715564813 39.69868789144625)
991,big sale friday closed tomorrow thanksgiving come get new setup supply friday vape n smoke,0.14719428988763722,0.1439710366892517,1,"Big sale this Friday! We're closed tomorrow for thanksgiving, so come get yourself a new setup, or some supplies On Friday! @ Vape N Smoke https://www.instagram.com/p/Bqd7LsnjJg3/?utm_source=ig_twitter_share&igshid=1334tgq3j3bg5 …",VapeNSmokeBremerton,"(39.71022988467415, -121.61054152940086)",39.71022988467415,-121.61054152940086,POINT (-121.6105415294009 39.71022988467415)
992,med medical block ne beech st portland portland fire rp pdx,0.14464906919553475,0.13565686871220514,1,"MED - MEDICAL at 8600 BLOCK OF NE BEECH ST, PORTLAND, OR [Portland Fire #RP18000096268] 18:13 #pdx911",Mult Co Fire/EMS log,"(39.75229072256718, -121.71449554089453)",39.75229072256718,-121.71449554089453,POINT (-121.7144955408945 39.75229072256718)
993,med medical block se knapp ln portland portland fire rp pdx,0.14947754794177928,0.1345461766544049,1,"MED - MEDICAL at 12100 BLOCK OF SE KNAPP LN, PORTLAND, OR [Portland Fire #RP18000096266] 18:11 #pdx911",Mult Co Fire/EMS log,"(39.947072481288814, -121.70589042413233)",39.947072481288814,-121.70589042413233,POINT (-121.7058904241323 39.94707248128881)
994,med medical n weidler st portland portland fire rp pdx,0.1440393026216909,0.14211840284412658,1,"MED - MEDICAL at 0 N WEIDLER ST, PORTLAND, OR [Portland Fire #RP18000096263] 18:02 #pdx911",Mult Co Fire/EMS log,"(39.76819972002319, -121.6300230263074)",39.76819972002319,-121.6300230263074,POINT (-121.6300230263074 39.76819972002319)
995,med medical block ne laurelhurst pl portland portland fire rp pdx,0.1475766447826116,0.14527599510991174,1,"MED - MEDICAL at 4300 BLOCK OF NE LAURELHURST PL, PORTLAND, OR [Portland Fire #RP18000096265] 18:08 #pdx911",Mult Co Fire/EMS log,"(39.76994099349258, -121.54141704263975)",39.76994099349258,-121.54141704263975,POINT (-121.5414170426398 39.76994099349258)
996,med medical sw broadway sw alder st portland portland fire rp pdx,0.13961848275679342,0.13578021431231369,1,"MED - MEDICAL at SW BROADWAY / SW ALDER ST, PORTLAND, OR [Portland Fire #RP18000096277] 18:31 #pdx911",Mult Co Fire/EMS log,"(39.89648732044625, -121.72981170902501)",39.89648732044625,-121.72981170902501,POINT (-121.729811709025 39.89648732044625)
997,honest felt much like dancing two week something hit hard shooting thousand oak california fire wa feeling,0.14700816736984426,0.14335088619974473,1,To be honest I haven’t felt much like dancing in about two weeks. Something hit me hard just before the shooting in Thousand Oaks and the California fires. It was as if my feelings were… https://www.instagram.com/p/Bqd2duPgzGr/?utm_source=ig_twitter_share&igshid=1tj46ezwo0e52 …,Jennifer Galardi,"(39.75283735982201, -121.61445334581411)",39.75283735982201,-121.61445334581411,POINT (-121.6144533458141 39.75283735982201)
998,med medical block se rd pl portland portland fire rp pdx,0.14333222336130366,0.13482151767728512,1,"MED - MEDICAL at 4800 BLOCK OF SE 33RD PL, PORTLAND, OR [Portland Fire #RP18000096240] 16:52 #pdx911",Mult Co Fire/EMS log,"(39.63899158339001, -121.59971102785424)",39.63899158339001,-121.59971102785424,POINT (-121.5997110278542 39.63899158339001)
999,med medical block nw kearney st portland portland fire rp pdx,0.14639710661870894,0.13549491296205315,1,"MED - MEDICAL at 2000 BLOCK OF NW KEARNEY ST, PORTLAND, OR [Portland Fire #RP18000096237] 16:53 #pdx911",Mult Co Fire/EMS log,"(39.65143661259596, -121.61823290719526)",39.65143661259596,-121.61823290719526,POINT (-121.6182329071953 39.65143661259596)
1000,ta traffic accident st response fire em wb fwy wo ne th ave portland portland fire rp,0.1446097173827777,0.13877977085822096,1,"TA1 - TRAFFIC ACCIDENT - 1ST RESPONSE (FIRE & EMS) at WB I84 FWY WO / NE 148TH AVE, PORTLAND, OR [Portland Fire #RP18000096250] 17:17",Mult Co Fire/EMS log,"(39.764741490281125, -121.65323275127096)",39.764741490281125,-121.65323275127096,POINT (-121.653232751271 39.76474149028112)
1001,med medical sw harvey milk st sw park ave portland portland fire rp pdx,0.15151409774896926,0.144634304757495,1,"MED - MEDICAL at SW HARVEY MILK ST / SW PARK AVE, PORTLAND, OR [Portland Fire #RP18000096256] 17:25 #pdx911",Mult Co Fire/EMS log,"(39.64948017153792, -121.7891016486372)",39.64948017153792,-121.7891016486372,POINT (-121.7891016486372 39.64948017153792)
1002,ilburn illegal burning block se ladd ave portland portland fire rp pdx,0.14175394146689646,0.13188434893954087,1,"ILBURN - ILLEGAL BURNING at 1700 BLOCK OF SE LADD AVE, PORTLAND, OR [Portland Fire #RP18000096270] 18:15 #pdx911",Mult Co Fire/EMS log,"(39.769135116131096, -121.52864853061277)",39.769135116131096,-121.52864853061277,POINT (-121.5286485306128 39.7691351161311)
1003,med medical block se grand ave portland portland fire rp pdx,0.14480331895856496,0.13333894002952273,1,"MED - MEDICAL at 500 BLOCK OF SE GRAND AVE, PORTLAND, OR [Portland Fire #RP18000096275] 18:25 #pdx911",Mult Co Fire/EMS log,"(39.7251051258263, -121.74076487388291)",39.7251051258263,-121.74076487388291,POINT (-121.7407648738829 39.7251051258263)
1004,chim chimney fireplace woodstove fire block ne davis st portland portland fire rp pdx,0.14574778459197305,0.13646157436817186,1,"CHIM - CHIMNEY, FIREPLACE OR WOODSTOVE FIRE at 2000 BLOCK OF NE DAVIS ST, PORTLAND, OR [Portland Fire #RP18000096281] 18:46 #pdx911",Mult Co Fire/EMS log,"(39.74580158601873, -121.50078883930814)",39.74580158601873,-121.50078883930814,POINT (-121.5007888393081 39.74580158601873)
1005,med medical block lloyd center portland portland fire rp pdx,0.14054980596469074,0.13196009783470894,1,"MED - MEDICAL at 900 BLOCK OF  LLOYD CENTER , PORTLAND, OR [Portland Fire #RP18000096280] 18:44 #pdx911",Mult Co Fire/EMS log,"(39.75843528721496, -121.61923917781436)",39.75843528721496,-121.61923917781436,POINT (-121.6192391778144 39.75843528721496)
1006,end four hour rewarding day providing food comfort thousand camp fire survivor fema headquarters chico thank world central kitchen providing,0.14585667006285452,0.13798089441925954,1,End of four 13 hour rewarding days providing food and comfort to thousands of Camp Fire survivors at the FEMA headquarters in Chico.  Thank you to World Central Kitchen for providing all… https://www.instagram.com/p/Bqd4RYpnnNr/?utm_source=ig_twitter_share&igshid=tvoati32d9js …,Dan Ripke,"(39.594704883381645, -121.5462855943955)",39.594704883381645,-121.5462855943955,POINT (-121.5462855943955 39.59470488338165)
1007,med medical block sw alder st portland portland fire rp pdx,0.14399756958900586,0.13866180441053313,1,"MED - MEDICAL at 600 BLOCK OF SW ALDER ST, PORTLAND, OR [Portland Fire #RP18000096246] 17:09 #pdx911",Mult Co Fire/EMS log,"(39.78990760487886, -121.41266862058234)",39.78990760487886,-121.41266862058234,POINT (-121.4126686205823 39.78990760487886)
1008,med medical n tillamook st n kerby ave portland portland fire rp pdx,0.15014928395892613,0.14356725317326466,1,"MED - MEDICAL at N TILLAMOOK ST / N KERBY AVE, PORTLAND, OR [Portland Fire #RP18000096264] 18:05 #pdx911",Mult Co Fire/EMS log,"(39.651580003406565, -121.78308470373157)",39.651580003406565,-121.78308470373157,POINT (-121.7830847037316 39.65158000340656)
1009,ta traffic accident st response fire em block se holgate blvd portland portland fire rp,0.14378078022341134,0.14012954088170526,1,"TA1 - TRAFFIC ACCIDENT - 1ST RESPONSE (FIRE & EMS) at 13300 BLOCK OF SE HOLGATE BLVD, PORTLAND, OR [Portland Fire #RP18000096267] 18:12",Mult Co Fire/EMS log,"(39.917661542935626, -121.57162549947476)",39.917661542935626,-121.57162549947476,POINT (-121.5716254994748 39.91766154293563)
1010,med medical block ne prescott st portland portland fire rp pdx,0.14533910558345867,0.14257446313767938,1,"MED - MEDICAL at 5300 BLOCK OF NE PRESCOTT ST, PORTLAND, OR [Portland Fire #RP18000096259] 17:38 #pdx911",Mult Co Fire/EMS log,"(39.746381779150376, -121.62013278811607)",39.746381779150376,-121.62013278811607,POINT (-121.6201327881161 39.74638177915038)
1011,med medical block ne knott st portland portland fire rp pdx,0.150116770879857,0.1427871512912457,1,"MED - MEDICAL at 10900 BLOCK OF NE KNOTT ST, PORTLAND, OR [Portland Fire #RP18000096261] 17:40 #pdx911",Mult Co Fire/EMS log,"(39.69997954663276, -121.75715540025402)",39.69997954663276,-121.75715540025402,POINT (-121.757155400254 39.69997954663276)
1012,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 2500 BLOCK OF SE 109TH AVE, PORTLAND, OR [Portland Fire #RP18000096262] 17:41 #pdx911",Mult Co Fire/EMS log,"(39.974937649078655, -121.6206074239001)",39.974937649078655,-121.6206074239001,POINT (-121.6206074239001 39.97493764907865)
1013,winter veranda back head friday saturday sunday december hot drink around fire learn visiting,0.14525611188904422,0.13734718849230254,1,"The Winter Veranda is back! Head over Fridays, Saturdays, and Sundays until 23 December, for hot drinks and s'mores around the fire! Learn more by visiting http://ChristmasattheEmpress.com  :… https://www.instagram.com/p/Bqd1a8jhITp/?utm_source=ig_twitter_share&igshid=1vy5qtg6zb33c …",Fairmont Empress,"(39.75907677968041, -121.62058392078826)",39.75907677968041,-121.62058392078826,POINT (-121.6205839207883 39.75907677968041)
1014,familymovienight willywonka want view paradise simply look around view anything want want change world nothing life,0.14453675668826166,0.1339239266775775,1,"#FamilyMovieNight #WillyWonka. If you want to view paradise
Simply look around and view it
Anything you want to, do it
Want to change the world?
There's nothing to it
There is no life I… https://www.instagram.com/p/Bqd0Nh3gLX2/?utm_source=ig_twitter_share&igshid=3uaa8qjdxm86 …",Russel Buetow,"(39.70815821020721, -121.65599797564255)",39.70815821020721,-121.65599797564255,POINT (-121.6559979756425 39.70815821020721)
1015,med medical block ne glisan st portland portland fire rp pdx,0.14453606734076085,0.13800902274214633,1,"MED - MEDICAL at 10800 BLOCK OF NE GLISAN ST, PORTLAND, OR [Portland Fire #RP18000096249] 17:16 #pdx911",Mult Co Fire/EMS log,"(39.85668496711289, -121.51590301739765)",39.85668496711289,-121.51590301739765,POINT (-121.5159030173976 39.85668496711289)
1016,med medical block ne th ave portland portland fire rp pdx,0.14870067712941598,0.1374521647996507,1,"MED - MEDICAL at 1700 BLOCK OF NE 6TH AVE, PORTLAND, OR [Portland Fire #RP18000096274] 18:20 #pdx911",Mult Co Fire/EMS log,"(39.75475294592751, -121.62106974490565)",39.75475294592751,-121.62106974490565,POINT (-121.6210697449057 39.75475294592751)
